Disaster Nbr,Disaster Type,Disaster Name,State,Service Office,Declaration Dt,Declaration FY,Deadline Dt,Rec Created Dt,Declaration Type Cd
10266B,B,Severe Storms and Flooding - PA ONLY,KS,9050,11/15/05,2006,1/17/06,11/29/05 0:00,P
102678,8,Typhoon Nabi - PA ONLY,MP,9050,11/8/05,2006,1/9/06,9/4/05 0:00,P
102681,1,"Freezing Temperatures, Drought",CO,9050,11/7/05,2006,,12/2/05 0:00,S
102691,1,Drought,TX,9050,11/7/05,2006,,12/2/05 0:00,S
102701,1,"Tornadoes, Severe Storms",WI,9050,11/7/05,2006,,12/2/05 0:00,S
102711,1,Drought,TX,9050,11/2/05,2006,,12/2/05 0:00,S
10272C,C,Severe Storms and Tornadoes,KY,9050,12/1/05,2006,1/31/06,11/19/05 0:00,P
10273C,C,Severe Storms and Tornadoes- EIDL,KY,9050,12/1/05,2006,,11/19/05 0:00,P
10274B,B,Severe Winter Storm and Record and Near-Record Snow - PA ONLY,ND,9050,11/21/05,2006,1/23/06,12/5/05 0:00,P
102751,1,"Extreme Drought, Higher than Normal Temperatures",TN,9050,11/23/05,2006,,12/12/05 0:00,S
102761,1,"Excessive Rain, Flash Flooding, Hail, High Winds, Lightning",TX,9050,11/23/05,2006,,12/12/05 0:00,S
102771,1,"Excessive Rain, Flooding, High Winds",TX,9050,11/23/05,2006,,12/12/05 0:00,S
102781,1,"Series of Storms: Excessive Rain, Localized Flooding, High Winds, and Hail",MI,9050,11/14/05,2006,,12/12/05 0:00,S
102791,1,Drought,IA,9050,11/14/05,2006,,12/12/05 0:00,S
102801,1,Drought,MI,9050,11/14/05,2006,,12/12/05 0:00,S
102811,1,"Flooding, High Winds, A  Hurricane, and Lightning",TX,9050,11/14/05,2006,,12/12/05 0:00,S
102821,1,"Unseasonable Rains, Hail and Freezing Conditions",CA,9050,11/14/05,2006,,12/12/05 0:00,S
102831,1,Drought and Excessive Temperatures,TX,9050,11/14/05,2006,,12/12/05 0:00,S
102841,1,Drought and Excessive Temperatures,TX,9050,11/14/05,2006,,12/12/05 0:00,S
102851,1,Excessive Spring Rains,CA,9050,11/14/05,2006,,12/12/05 0:00,S
102861,1,Rains,CA,9050,11/14/05,2006,,12/12/05 0:00,S
102871,1,"Excessive Rain, Hail, High Winds",TX,9050,11/23/05,2006,,12/12/05 0:00,S
102881,1,Drought,TX,9050,11/23/05,2006,,12/13/05 0:00,S
102891,1,"Drought, Excessive Heat",TX,9050,11/23/05,2006,,12/13/05 0:00,S
102901,1,"Drought, High Winds",TX,9050,11/23/05,2006,,12/13/05 0:00,S
102911,1,"Above Average Temperatures, followed by Frost, Freeze, Excessive Snow, and Hail",MI,9050,11/21/05,2006,,12/13/05 0:00,S
102921,1,Hail,TX,9050,11/14/05,2006,,12/13/05 0:00,S
102931,1,"Excessive Rain,Flooding,Flash Flooding, Extreme and Unseasonably Cold Temps, etc",NY,9050,11/23/05,2006,,12/13/05 0:00,S
102946,6,Severe Storms and Flooding,KY,9050,12/16/05,2006,2/14/06,12/13/05 0:00,A
102956,6,Severe Storms and Flooding- EIDL,KY,9050,12/16/05,2006,,12/13/05 0:00,A
10296C,C,Severe Storms and Tornadoes,IA,9050,12/16/05,2006,2/14/06,11/15/05 0:00,A
10297C,C,Severe Storms and Tornadoes- EIDL,IA,9050,12/16/05,2006,,11/15/05 0:00,A
10298B,B,"Severe Fall Storm, Tidal Surges, and Flooding - PA ONLY",AK,9050,12/9/05,2006,2/7/06,12/19/05 0:00,P
102996,6,Severe Flooding,CT,9050,12/21/05,2006,3/23/06,10/26/05 0:00,A
103006,6,Severe Flooding- EIDL,CT,9050,12/21/05,2006,,10/26/05 0:00,A
10301C,C,Severe Storms and Tornadoes,IN,9050,1/4/06,2006,3/6/06,12/30/05 0:00,A
10302C,C,Severe Storms and Tornadoes- EIDL,IN,9050,1/4/06,2006,,12/30/05 0:00,A
103031,1,"Cold, Wet Weather",CA,9050,12/13/05,2006,,1/4/06 0:00,S
103041,1,"Excessive Rains, Cool Temperatures",OR,9050,12/13/05,2006,,1/4/06 0:00,S
103051,1,Drought,OR,9050,12/13/05,2006,,1/4/06 0:00,S
103061,1,Drought,TX,9050,12/13/05,2006,,1/4/06 0:00,S
103071,1,Hail,TX,9050,12/13/05,2006,,1/4/06 0:00,S
103081,1,"1- Drought; 2- Wind, Heavy Rain, Hail",CO,9050,12/19/05,2006,,1/4/06 0:00,S
103091,1,"1-Drought;2-ExtremelyCoolTemps,Frost,Freezes;3-Hail and HighWinds;4-ExcessRain",NY,9050,12/19/05,2006,,1/4/06 0:00,S
103101,1,Excessive Rain,TX,9050,12/19/05,2006,,1/4/06 0:00,S
103111,1,Drought,TX,9050,12/19/05,2006,,1/4/06 0:00,S
10312C,C,Tornadoes,WI,9050,1/5/06,2006,3/6/06,8/20/05 0:00,A
10313C,C,Tornadoes- EIDL,WI,9050,1/5/06,2006,,8/20/05 0:00,A
103146,6,"Severe Storm, Flooding and Mudslides",PR,9050,1/10/06,2006,3/13/06,10/16/05 0:00,A
103156,6,"Severe Storm, Flooding and Mudslides- EIDL",PR,9050,1/10/06,2006,,10/16/05 0:00,A
103165,5,Severe Wildfire Threat,OK,9050,1/10/06,2006,4/10/06,1/11/06 0:00,P
103175,5,Severe Wildfire Threat- EIDL,OK,9050,1/10/06,2006,,1/11/06 0:00,P
103181,1,Drought,TX,9050,12/27/05,2006,,1/11/06 0:00,S
103191,1,Drought,TX,9050,12/27/05,2006,,1/11/06 0:00,S
103201,1,Drought and High Temperatures,VA,9050,12/27/05,2006,,1/11/06 0:00,S
103211,1,"Excessive rain, flash flooding, frost",NY,9050,12/27/05,2006,,1/11/06 0:00,S
103225,5,Extreme Wildfire Threat,TX,9050,1/11/06,2006,5/30/06,1/7/06 0:00,P
103235,5,Extreme Wildfire Threat- EIDL,TX,9050,1/11/06,2006,,1/7/06 0:00,P
10324B,B,Severe Winter Storm - PA ONLY,SD,9050,12/20/05,2006,2/21/06,1/17/06 0:00,P
10325B,B,Severe Storms and Flooding - PA ONLY,CT,9050,12/16/05,2006,2/14/06,1/17/06 0:00,P
10326B,B,Severe Winter Storm - PA ONLY,ND,9050,1/4/06,2006,3/6/06,1/17/06 0:00,P
10327B,B,Severe Winter Storm - PA ONLY,MN,9050,1/4/06,2006,3/6/06,1/18/06 0:00,P
103281,1,"Severe Storms: Hail,High Winds,Tornadoes,Lightning,Excessive Rain,Flash Flooding",KS,9050,12/21/05,2006,,1/19/06 0:00,S
103291,1,"1-Drought and High Temperatures, 2-Excessive Rain, Hail, and Flash Flooding",NY,9050,12/21/05,2006,,1/19/06 0:00,S
103301,1,"Drought, Late Spring Frosts, Extreme Heat, High Winds, Hail, Prairie Fires",SD,9050,12/21/05,2006,,1/19/06 0:00,S
103311,1,"Drought, Excessive Temperatures",TX,9050,12/21/05,2006,,1/19/06 0:00,S
103321,1,Drought,TX,9050,12/21/05,2006,,1/19/06 0:00,S
103331,1,Drought,TX,9050,12/21/05,2006,,1/19/06 0:00,S
103341,1,"Combined effects of Drought, Hurricane Katrina and Hurricane Rita",MS,9050,1/9/06,2006,,1/19/06 0:00,S
103351,1,"Combined effects of Excessive Precipitation,Drought,Excessive Heat,and HighHumid",NJ,9050,1/9/06,2006,,1/19/06 0:00,S
103361,1,"1-Drought and High Temperatures, 2-Excessive Rain, High Winds, Flooding",NY,9050,1/9/06,2006,,1/19/06 0:00,S
103371,1,"Excessive Rain, Hail, High Winds, Lightning, Tornado",TX,9050,1/9/06,2006,,1/19/06 0:00,S
103381,1,Drought,TX,9050,1/9/06,2006,,1/23/06 0:00,S
103391,1,Drought,TX,9050,1/9/06,2006,,1/23/06 0:00,S
103401,1,"Drought, Excessive Heat",TX,9050,1/9/06,2006,,1/23/06 0:00,S
103411,1,Drought,TX,9050,1/9/06,2006,,1/23/06 0:00,S
103421,1,"Excessive Rain, Flooding, Hail, High Winds, Tornado",TX,9050,1/9/06,2006,,1/23/06 0:00,S
103431,1,Drought,TX,9050,1/9/06,2006,,1/23/06 0:00,S
103441,1,"Excessive Rain, Hail, High Winds, Lightning",TX,9050,1/9/06,2006,,1/23/06 0:00,S
103451,1,Drought,TX,9050,1/9/06,2006,,1/23/06 0:00,S
103461,1,Drought,TX,9050,1/9/06,2006,,1/23/06 0:00,S
103471,1,Drought,WA,9050,1/9/06,2006,,1/23/06 0:00,S
103486,6,Flooding,RI,9050,1/24/06,2006,3/27/06,10/26/05 0:00,A
103496,6,Flooding- EIDL,RI,9050,1/24/06,2006,,10/26/05 0:00,A
103501,1,1-Drought; 2-Hail Storm,WA,9050,1/9/06,2006,,1/24/06 0:00,S
103511,1,"Ongoing Drought, Crop Disease, and Insect Infestation",CO,9050,1/9/06,2006,,1/24/06 0:00,S
103521,1,Drought,TX,9050,1/9/06,2006,,1/24/06 0:00,S
103531,1,Drought,TX,9050,1/17/06,2006,,1/24/06 0:00,S
103541,1,Drought,TX,9050,1/17/06,2006,,1/24/06 0:00,S
103551,1,"Cool, Wet Weather followed by Drought",IN,9050,1/17/06,2006,,1/31/06 0:00,S
103561,1,"Drought, Late Spring Frosts, Extreme Heat, High Winds, Hail, Prairie Fires",SD,9050,1/17/06,2006,,1/31/06 0:00,S
103571,1,Drought,TX,9050,1/17/06,2006,,1/31/06 0:00,S
103581,1,Drought,TX,9050,1/17/06,2006,,1/31/06 0:00,S
103591,1,Drought,TX,9050,1/17/06,2006,,1/31/06 0:00,S
103601,1,"Excessive Rain, Hail, and High Winds",TX,9050,1/17/06,2006,,1/31/06 0:00,S
103611,1,Drought,TX,9050,1/17/06,2006,,1/31/06 0:00,S
103621,1,Drought and Excessive Heat,TX,9050,1/17/06,2006,,1/31/06 0:00,S
103631,1,Drought,TX,9050,1/17/06,2006,,1/31/06 0:00,S
103641,1,Drought and Excessive Temperatures,TX,9050,1/17/06,2006,,1/31/06 0:00,S
103651,1,Drought,TX,9050,1/17/06,2006,,1/31/06 0:00,S
103661,1,Drought and Excessive Heat,TX,9050,1/17/06,2006,,1/31/06 0:00,S
10367B,B,Severe Ice Storm - PA ONLY,SC,9050,1/20/06,2006,3/21/06,2/1/06 0:00,P
10368B,B,"Severe Storms, Flooding, Mudslides, and Landslides",CA,9050,2/3/06,2006,4/4/06,1/24/06 0:00,P
10369B,B,"Severe Storms, Flooding, Mudslides, and Landslides- EIDL",CA,9050,2/3/06,2006,,1/24/06 0:00,P
103706,6,Severe Storms and Flooding,NV,9050,2/10/06,2006,4/11/06,1/13/06 0:00,A
103716,6,Severe Storms and Flooding- EIDL,NV,9050,2/10/06,2006,,1/13/06 0:00,A
10372B,B,Severe Winter Storm - PA ONLY,KS,9050,1/26/06,2006,3/27/06,2/9/06 0:00,P
10373B,B,Severe Winter Storm - PA ONLY,NE,9050,1/26/06,2006,3/27/06,2/9/06 0:00,P
103746,6,Severe Storms and Flooding - PA ONLY,NV,9050,2/3/06,2006,4/4/06,2/9/06 0:00,P
103751,1,1)-Severe Hail and Windstrom ; 2)-Drought,MT,9050,1/27/06,2006,,2/13/06 0:00,S
103761,1,Drought,TX,9050,1/23/06,2006,,2/13/06 0:00,S
103771,1,Drought,TX,9050,1/23/06,2006,,2/13/06 0:00,S
103781,1,Drought,TX,9050,1/23/06,2006,,2/13/06 0:00,S
103791,1,"Drought, Excessive Heat, High Winds",KS,9050,2/1/06,2006,,2/13/06 0:00,S
103801,1,Severe Storms,KS,9050,2/1/06,2006,,2/13/06 0:00,S
103811,1,"Extremely Cold Temperatures, Freeze",NY,9050,2/1/06,2006,,2/13/06 0:00,S
103821,1,Drought,TX,9050,2/1/06,2006,,2/13/06 0:00,S
103831,1,Drought,TX,9050,2/1/06,2006,,2/13/06 0:00,S
103841,1,Drought,TX,9050,2/1/06,2006,,2/13/06 0:00,S
103851,1,"Excessive Rain, Hail, High Winds",TX,9050,2/1/06,2006,,2/14/06 0:00,S
103861,1,"Drought, Abnormally High Temperatures",TX,9050,2/1/06,2006,,2/14/06 0:00,S
103871,1,"Drought, Excessive Heat",TX,9050,2/1/06,2006,,2/14/06 0:00,S
103881,1,Drought,TX,9050,2/1/06,2006,,2/14/06 0:00,S
103891,1,Drought,TX,9050,2/1/06,2006,,2/14/06 0:00,S
103901,1,"Drought, Excessive Heat",TX,9050,2/1/06,2006,,2/14/06 0:00,S
103911,1,"Rainfall, High Winds, Tornadoes, and Lightning resulting from a line of storms",AR,9050,2/7/06,2006,,2/14/06 0:00,S
103921,1,"Excessive Rainfall, High Winds, Tornadoes, and Lightning Resulting from TS Rita",AR,9050,2/7/06,2006,,2/14/06 0:00,S
103931,1,Drought,MA,9050,2/9/06,2006,,2/21/06 0:00,S
103941,1,Excessive Rain,OR,9050,2/9/06,2006,,2/21/06 0:00,S
103951,1,Drought,TX,9050,2/9/06,2006,,2/21/06 0:00,S
103961,1,"Drought, Excessive Heat, High Winds",TX,9050,2/9/06,2006,,2/21/06 0:00,S
103971,1,Drought,TX,9050,2/9/06,2006,,2/21/06 0:00,S
103981,1,Drought,TX,9050,2/9/06,2006,,2/21/06 0:00,S
103991,1,Drought,OR,9050,2/9/06,2006,,2/21/06 0:00,S
104001,1,"Fire, High Winds",TX,9050,2/9/06,2006,,2/21/06 0:00,S
104011,1,"Fire, High Winds",TX,9050,2/9/06,2006,,2/21/06 0:00,S
104021,1,Drought,CT,9050,2/13/06,2006,,2/21/06 0:00,S
104031,1,"Drought, Heat",NY,9050,2/13/06,2006,,2/21/06 0:00,S
104041,1,High Winds,NY,9050,2/13/06,2006,,2/21/06 0:00,S
104051,1,"Excessive Rain, Excessive Snow",NY,9050,2/13/06,2006,,2/21/06 0:00,S
104061,1,1) - Excessive Rain; 2) - Freeze,NY,9050,2/13/06,2006,,2/21/06 0:00,S
104071,1,Excessive Rain,NY,9050,2/13/06,2006,,2/21/06 0:00,S
104081,1,Excessive Rain,NY,9050,2/13/06,2006,,2/21/06 0:00,S
104091,1,"Drought, Above Normal Temperatures",TN,9050,2/13/06,2006,,2/21/06 0:00,S
104101,1,Hurricane related winds and additional storm damage,TN,9050,2/13/06,2006,,2/21/06 0:00,S
104111,1,"Drought, Frost",TX,9050,2/13/06,2006,,2/21/06 0:00,S
104121,1,Fire,TX,9050,2/13/06,2006,,2/21/06 0:00,S
104131,1,Drought,TX,9050,2/13/06,2006,,2/21/06 0:00,S
104141,1,"Drought, Excessive Temperatures, High Winds",TX,9050,2/13/06,2006,,2/21/06 0:00,S
104151,1,"High Winds, Wildfire",TX,9050,2/13/06,2006,,2/21/06 0:00,S
104161,1,Drought,TX,9050,2/13/06,2006,,2/21/06 0:00,S
104171,1,Drought,WI,9050,2/13/06,2006,,2/21/06 0:00,S
104180,0,Rock Slide - 7b2D EIDL,NY,9050,3/7/06,2006,,3/6/06 0:00,G
104191,1,Drought,PA,9050,2/21/06,2006,,3/6/06 0:00,S
104201,1,Fire,TX,9050,2/21/06,2006,,3/6/06 0:00,S
104211,1,Grass Fires,TX,9050,2/23/06,2006,,3/6/06 0:00,S
104226,6,Severe Storms and Flooding,FL,9050,3/9/06,2006,5/8/06,2/10/06 0:00,A
104236,6,Severe Storms and Flooding- EIDL,FL,9050,3/9/06,2006,,2/10/06 0:00,A
10424B,B,Severe Storms and Flooding - PA ONLY,ID,9050,2/27/06,2006,4/28/06,3/9/06 0:00,P
104251,1,"Drought, High Temperatures, High Winds, Fire",OK,9050,2/28/06,2006,,3/15/06 0:00,S
104261,1,Drought,GA,9050,3/7/06,2006,,3/15/06 0:00,S
104271,1,"Severe Drought Conditions,Above Normal Temperatures,High Number of Wildfires",TX,9050,3/7/06,2006,,3/16/06 0:00,S
10428B,B,"Severe storms, Tornadoes, and Flooding",MO,9050,3/16/06,2006,5/15/06,3/17/06 0:00,P
10429B,B,"Severe storms, Tornadoes, and Flooding- EIDL",MO,9050,3/16/06,2006,,3/17/06 0:00,P
104306,6,Severe Storms and Flooding,NY,9050,3/22/06,2006,5/22/06,10/31/05 0:00,A
104316,6,Severe Storms and Flooding- EIDL,NY,9050,3/22/06,2006,,10/31/05 0:00,A
104321,1,Excessive Rain,NY,9050,3/10/06,2006,,3/23/06 0:00,S
104331,1,"Drought, Above Normal Temperatures",TN,9050,3/10/06,2006,,3/23/06 0:00,S
104341,1,Wildfire and High Winds,TX,9050,3/10/06,2006,,3/23/06 0:00,S
10435C,C,"Hail, High Winds, and a Tornado",TX,9050,3/31/06,2006,5/30/06,3/27/06 0:00,A
10436C,C,"Hail, High Winds, and a Tornado- EIDL",TX,9050,3/31/06,2006,,3/27/06 0:00,A
10437C,C,Tornadoes and Severe Storms,IL,9050,3/28/06,2006,5/30/06,3/17/06 0:00,P
10438C,C,Tornadoes and Severe Storms- EIDL,IL,9050,3/28/06,2006,,3/17/06 0:00,P
10439B,B,"Severe Storms, Flooding, Landslides, and Mudslides - PA ONLY",OR,9050,3/20/06,2006,5/19/06,3/30/06 0:00,P
10440C,C,Tornadoes and Severe Storms,TN,9050,4/5/06,2006,6/5/06,4/6/06 0:00,P
10441C,C,Tornadoes and Severe Storms- EIDL,TN,9050,4/5/06,2006,,4/6/06 0:00,P
10442C,C,"Severe Storms, Tornadoes, and Flooding",MO,9050,4/5/06,2006,6/5/06,4/6/06 0:00,P
10443C,C,"Severe Storms, Tornadoes, and Flooding- EIDL",MO,9050,4/5/06,2006,,4/6/06 0:00,P
104441,1,Wildfire,TX,9050,3/29/06,2006,,4/11/06 0:00,S
104451,1,Drought,WV,9050,3/29/06,2006,,4/11/06 0:00,S
10446C,C,Severe Storms and Tornadoes,IN,9050,4/13/06,2006,6/12/06,4/10/06 0:00,A
10447C,C,Severe Storms and Tornadoes- EIDL,IN,9050,4/13/06,2006,,4/10/06 0:00,A
10448C,C,Severe Storms and Tornadoes,AR,9050,4/12/06,2006,6/12/06,4/13/06 0:00,P
10449C,C,Severe Storms and Tornadoes- EIDL,AR,9050,4/12/06,2006,,4/13/06 0:00,P
10450B,B,Severe storms and tornadoes,OK,9050,4/13/06,2006,6/12/06,4/14/06 0:00,P
10451B,B,Severe storms and tornadoes- EIDL,OK,9050,4/13/06,2006,,4/14/06 0:00,P
104521,1,"Drought, Crop Diseases, Insect Infestations",CO,9050,4/5/06,2006,,4/17/06 0:00,S
10453B,B,"Severe Storms, Tornadoes, and Straight Line Winds - PA ONLY",KS,9050,4/13/06,2006,6/12/06,4/19/06 0:00,P
104540,0,Severe Mudslide - 7b2D EIDL,CA,9050,4/25/06,2006,,4/25/06 0:00,G
104551,1,"Drought, Abnormally High Temperatures",TX,9050,4/18/06,2006,,4/27/06 0:00,S
104561,1,"Fire, High Winds",TX,9050,4/18/06,2006,,4/27/06 0:00,S
104571,1,"Fire, High Winds",TX,9050,4/20/06,2006,,4/27/06 0:00,S
104581,1,"Fire, Extreme Wind",TX,9050,4/20/06,2006,,4/27/06 0:00,S
104591,1,Fire,TX,9050,4/20/06,2006,,4/27/06 0:00,S
104601,1,Drought,TX,9050,4/20/06,2006,,4/27/06 0:00,S
104611,1,Rain and Flooding,HI,9050,4/24/06,2006,,4/27/06 0:00,S
104626,6,"Severe Storms, Flooding, Landslides, and Mudslides",HI,9050,5/2/06,2006,7/3/06,5/3/06 0:00,P
104636,6,"Severe Storms, Flooding, Landslides, and Mudslides- EIDL",HI,9050,5/2/06,2006,,5/3/06 0:00,P
10464B,B,Severe Storms,TN,9050,5/9/06,2006,7/10/06,5/8/06 0:00,A
10465B,B,Severe Storms- EIDL,TN,9050,5/9/06,2006,,5/8/06 0:00,A
104665,5,Condominium Complex Fire,MA,9050,5/16/06,2006,7/17/06,5/11/06 0:00,A
104675,5,Condominium Complex Fire- EIDL,MA,9050,5/16/06,2006,,5/11/06 0:00,A
104681,1,"Fire, High Winds",TX,9050,5/5/06,2006,,5/16/06 0:00,S
104691,1,Drought,AZ,9050,5/9/06,2006,,5/16/06 0:00,S
104701,1,Drought and High Winds,TX,9050,5/15/06,2006,,5/22/06 0:00,S
104711,1,Fire and High Temperatures,TX,9050,5/15/06,2006,,5/22/06 0:00,S
104721,1,Fire,TX,9050,5/15/06,2006,,5/22/06 0:00,S
104731,1,Drought,TX,9050,5/15/06,2006,,5/22/06 0:00,S
104741,1,"Drought, High Winds",NM,9050,5/18/06,2006,,5/22/06 0:00,S
104751,1,Fire,TX,9050,5/18/06,2006,,5/22/06 0:00,S
104766,6,"Severe Storms, Flooding, Tidal Surge, Landslides, and Mudslides - PA ONLY",WA,9050,5/17/06,2006,7/17/06,5/23/06 0:00,P
104776,6,Severe Storms and Flooding- EIDL,NH,9050,5/25/06,2006,,5/18/06 0:00,P
104786,6,Severe Storms and Flooding,NH,9050,5/25/06,2006,7/24/06,5/18/06 0:00,P
104806,6,Severe Storms and Flooding,ME,9050,5/25/06,2006,7/24/06,5/18/06 0:00,P
104816,6,Severe Storms and Flooding- EIDL,ME,9050,5/25/06,2006,,5/18/06 0:00,P
104826,6,Severe Storms and Flooding,MA,9050,5/25/06,2006,8/7/06,5/18/06 0:00,P
104831,1,Freeze,TX,9050,5/22/06,2006,,6/2/06 0:00,S
104836,6,Severe Storms and Flooding- EIDL,MA,9050,5/25/06,2006,,5/18/06 0:00,P
104841,1,Drought,TX,9050,5/22/06,2006,,6/2/06 0:00,S
104851,1,Wildfires,TX,9050,5/22/06,2006,,6/2/06 0:00,S
10486C,C,Tornadoes and Severe Storms,IN,9050,6/8/06,2006,8/7/06,6/5/06 0:00,A
10487C,C,Tornadoes and Severe Storms- EIDL,IN,9050,6/8/06,2006,,6/5/06 0:00,A
104881,1,"Drought, High Winds",TX,9050,5/30/06,2006,,6/7/06 0:00,S
104891,1,Wildfire,TX,9050,5/31/06,2006,,6/7/06 0:00,S
104901,1,Drought,TX,9050,5/31/06,2006,,6/7/06 0:00,S
104911,1,"Flash Flooding, Hail, High Winds",TX,9050,5/31/06,2006,,6/7/06 0:00,S
104921,1,Freeze,TX,9050,5/31/06,2006,,6/7/06 0:00,S
10493B,B,"Severe Storms, Flooding, and Ground Saturation - PA ONLY",ND,9050,6/5/06,2006,8/4/06,6/8/06 0:00,P
10494B,B,"Severe Storms, Flooding, Landslides, and Mudslides - PA ONLY",CA,9050,6/5/06,2006,8/4/06,6/8/06 0:00,P
10495B,B,Severe Winter Storm - PA ONLY,SD,9050,6/5/06,2006,8/4/06,6/8/06 0:00,P
104966,6,Flooding - PA ONLY,MN,9050,6/5/06,2006,8/4/06,6/8/06 0:00,P
10497C,C,Severe Storms and Tornadoes,KY,9050,6/15/06,2006,8/14/06,4/6/06 0:00,A
10498C,C,Severe Storms and Tornadoes- EIDL,KY,9050,6/15/06,2006,,4/6/06 0:00,A
104991,1,Drought and High Winds,TX,9050,6/5/06,2006,,6/15/06 0:00,S
105001,1,Wildfires,TX,9050,6/5/06,2006,,6/15/06 0:00,S
105011,1,"Excessive Hail, High Winds",AR,9050,6/12/06,2006,,6/15/06 0:00,S
105021,1,"Drought, High Winds, Wildfires, and Above Normal Temperatures",KS,9050,6/12/06,2006,,6/15/06 0:00,S
10503C,C,Severe Storms and Tornadoes,IN,9050,6/20/06,2006,8/21/06,6/19/06 0:00,A
10504C,C,Severe Storms and Tornadoes- EIDL,IN,9050,6/20/06,2006,,6/19/06 0:00,A
10505C,C,Severe Storms and Tornadoes,IA,9050,6/22/06,2006,8/21/06,6/19/06 0:00,A
10506C,C,Severe Storms and Tornadoes- EIDL,IA,9050,6/22/06,2006,,6/19/06 0:00,A
105071,1,"Unprecedented Rainfall, Severe Weather Conditions",CA,9050,6/15/06,2006,,6/28/06 0:00,S
105081,1,Drought,TX,9050,6/15/06,2006,,6/28/06 0:00,S
105091,1,"Drought, High Winds",TX,9050,6/15/06,2006,,6/28/06 0:00,S
105101,1,Tornado,TX,9050,6/19/06,2006,,6/28/06 0:00,S
105111,1,"Drought, Excessive Temperatures, High Winds",TX,9050,6/19/06,2006,,6/28/06 0:00,S
105121,1,"Excessive Rain, Hail, High Winds, Tornado",TX,9050,6/19/06,2006,,6/28/06 0:00,S
105136,6,Severe Storms and Flooding,CT,9050,7/13/06,2006,9/11/06,6/29/06 0:00,A
105146,6,Severe Storms and Flooding- EIDL,CT,9050,7/13/06,2006,,6/29/06 0:00,A
105156,6,"Severe Storms, Flooding, and Mudslides",PA,9050,7/4/06,2006,10/3/06,7/5/06 0:00,P
105166,6,"Severe Storms, Flooding, and Mudslides- EIDL",PA,9050,7/4/06,2006,,7/5/06 0:00,P
105176,6,Severe Storms and Flooding,DE,9050,7/13/06,2006,9/11/06,6/29/06 0:00,A
105186,6,Severe Storms and Flooding- EIDL,DE,9050,7/13/06,2006,,6/29/06 0:00,A
105196,6,Severe Storms and Flooding,NY,9050,7/3/06,2006,10/30/06,7/1/06 0:00,P
105206,6,Severe Storms and Flooding- EIDL,NY,9050,7/3/06,2006,,7/1/06 0:00,P
105216,6,Severe Storms and Flooding,OH,9050,7/2/06,2006,8/31/06,6/26/06 0:00,P
105226,6,Severe Storms and Flooding- EIDL,OH,9050,7/2/06,2006,,6/26/06 0:00,P
105236,6,Severe Storms and Flooding,MD,9050,7/13/06,2006,9/11/06,6/26/06 0:00,A
105246,6,Severe Storms and Flooding- EIDL,MD,9050,7/13/06,2006,,6/26/06 0:00,A
105256,6,Severe Storms and Flooding,NJ,9050,7/7/06,2006,9/11/06,7/7/06 0:00,P
105266,6,Severe Storms and Flooding- EIDL,NJ,9050,7/7/06,2006,,7/7/06 0:00,P
105270,0,Fishery Resource Disaster,OR,9050,7/6/06,2006,,7/10/06 0:00,S
105280,0,Fishery Resource Disaster,CA,9050,7/6/06,2006,,7/10/06 0:00,S
105291,1," Severe Weather Conditions, including Excessive Rainfall, and Flooding",VT,9050,6/23/06,2006,,7/14/06 0:00,S
105301,1,Excessive Rain and Hail,CA,9050,6/26/06,2006,,7/14/06 0:00,S
105311,1,Freeze,TX,9050,6/29/06,2006,,7/14/06 0:00,S
105321,1,"Flash Flooding, Hail, Tornado",TX,9050,6/29/06,2006,,7/14/06 0:00,S
105331,1,"Drought, High Temperatures",AL,9050,6/30/06,2006,,7/14/06 0:00,S
105341,1,"Excessive Rain, Flooding, and Cooler than Normal Temperatures",CA,9050,7/5/06,2006,,7/14/06 0:00,S
105359,9,Ferguson Rockslide - 7b2D EIDL,CA,9050,7/21/06,2006,,7/14/06 0:00,G
10536B,B,"Severe Storms, Flooding, and Tornadoes - PA ONLY",MD,9050,7/2/06,2006,8/31/06,7/24/06 0:00,P
10537B,B,"Severe Storms, Tornadoes, and Flooding - PA ONLY",VA,9050,7/13/06,2006,9/11/06,7/24/06 0:00,P
105386,6,Severe Storms and Flooding - PA ONLY,DE,9050,7/5/06,2006,9/5/06,7/24/06 0:00,P
105391,1,Frost,NY,9050,7/10/06,2006,,7/25/06 0:00,S
105401,1,Freezes,CO,9050,7/13/06,2006,,7/25/06 0:00,S
105411,1,"High Winds, Excessive Heat, A Late Freeze, and Ongoing Drought",NE,9050,7/13/06,2006,,7/25/06 0:00,S
105421,1,"Flooding, Cooler Temperatures, and Abnormally High Precipitation",OR,9050,7/13/06,2006,,7/25/06 0:00,S
105431,1,"Excessive Rainfall, High Winds, Tornadoes, and Lightning",AR,9050,7/13/06,2006,,7/25/06 0:00,S
105441,1,"Excessive Thunderstorms, Rainfall, High Winds, Hail, and Lightning",AR,9050,7/13/06,2006,,7/25/06 0:00,S
105451,1,High Winds,TX,9050,7/13/06,2006,,7/25/06 0:00,S
105461,1,"Drought, Excessive Temperatures, High Winds",TX,9050,7/13/06,2006,,7/25/06 0:00,S
105471,1,Drought,TX,9050,7/20/06,2006,,7/25/06 0:00,S
105481,1,Drought,TX,9050,7/20/06,2006,,7/25/06 0:00,S
105491,1,"Drought, High Winds, and High Temperatures",TX,9050,7/20/06,2006,,7/25/06 0:00,S
